Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,Throttle,Brake,Speed
training_data/IMG/center_2018_01_07_18_36_14_581.jpg,training_data/IMG/left_2018_01_07_18_36_14_581.jpg,training_data/IMG/right_2018_01_07_18_36_14_581.jpg,-0.06470589,1,0,30.1902
training_data/IMG/center_2018_01_07_18_36_14_650.jpg,training_data/IMG/left_2018_01_07_18_36_14_650.jpg,training_data/IMG/right_2018_01_07_18_36_14_650.jpg,0,1,0,30.06139
training_data/IMG/center_2018_01_07_18_36_14_747.jpg,training_data/IMG/left_2018_01_07_18_36_14_747.jpg,training_data/IMG/right_2018_01_07_18_36_14_747.jpg,0,1,0,30.07222
training_data/IMG/center_2018_01_07_18_36_14_830.jpg,training_data/IMG/left_2018_01_07_18_36_14_830.jpg,training_data/IMG/right_2018_01_07_18_36_14_830.jpg,0,1,0,30.4609
training_data/IMG/center_2018_01_07_18_36_14_908.jpg,training_data/IMG/left_2018_01_07_18_36_14_908.jpg,training_data/IMG/right_2018_01_07_18_36_14_908.jpg,0,1,0,30.03163
training_data/IMG/center_2018_01_07_18_36_14_977.jpg,training_data/IMG/left_2018_01_07_18_36_14_977.jpg,training_data/IMG/right_2018_01_07_18_36_14_977.jpg,0,1,0,30.07749
training_data/IMG/center_2018_01_07_18_36_15_063.jpg,training_data/IMG/left_2018_01_07_18_36_15_063.jpg,training_data/IMG/right_2018_01_07_18_36_15_063.jpg,0,1,0,29.73622
training_data/IMG/center_2018_01_07_18_36_15_142.jpg,training_data/IMG/left_2018_01_07_18_36_15_142.jpg,training_data/IMG/right_2018_01_07_18_36_15_142.jpg,0,1,0,30.18735
training_data/IMG/center_2018_01_07_18_36_15_215.jpg,training_data/IMG/left_2018_01_07_18_36_15_215.jpg,training_data/IMG/right_2018_01_07_18_36_15_215.jpg,0,1,0,30.18965
training_data/IMG/center_2018_01_07_18_36_15_284.jpg,training_data/IMG/left_2018_01_07_18_36_15_284.jpg,training_data/IMG/right_2018_01_07_18_36_15_284.jpg,0,1,0,30.19089
training_data/IMG/center_2018_01_07_18_36_15_355.jpg,training_data/IMG/left_2018_01_07_18_36_15_355.jpg,training_data/IMG/right_2018_01_07_18_36_15_355.jpg,0,1,0,30.1906
training_data/IMG/center_2018_01_07_18_36_15_424.jpg,training_data/IMG/left_2018_01_07_18_36_15_424.jpg,training_data/IMG/right_2018_01_07_18_36_15_424.jpg,0,1,0,30.19017
training_data/IMG/center_2018_01_07_18_36_15_502.jpg,training_data/IMG/left_2018_01_07_18_36_15_502.jpg,training_data/IMG/right_2018_01_07_18_36_15_502.jpg,-0.01176471,1,0,30.18993
training_data/IMG/center_2018_01_07_18_36_15_569.jpg,training_data/IMG/left_2018_01_07_18_36_15_569.jpg,training_data/IMG/right_2018_01_07_18_36_15_569.jpg,-0.01764706,1,0,30.18986
training_data/IMG/center_2018_01_07_18_36_15_666.jpg,training_data/IMG/left_2018_01_07_18_36_15_666.jpg,training_data/IMG/right_2018_01_07_18_36_15_666.jpg,-0.01764706,1,0,30.18985
training_data/IMG/center_2018_01_07_18_36_15_735.jpg,training_data/IMG/left_2018_01_07_18_36_15_735.jpg,training_data/IMG/right_2018_01_07_18_36_15_735.jpg,-0.01764706,1,0,30.18986
training_data/IMG/center_2018_01_07_18_36_15_839.jpg,training_data/IMG/left_2018_01_07_18_36_15_839.jpg,training_data/IMG/right_2018_01_07_18_36_15_839.jpg,-0.01764706,1,0,30.18986
training_data/IMG/center_2018_01_07_18_36_15_926.jpg,training_data/IMG/left_2018_01_07_18_36_15_926.jpg,training_data/IMG/right_2018_01_07_18_36_15_926.jpg,-0.03529412,1,0,30.18977
training_data/IMG/center_2018_01_07_18_36_16_010.jpg,training_data/IMG/left_2018_01_07_18_36_16_010.jpg,training_data/IMG/right_2018_01_07_18_36_16_010.jpg,-0.03529412,1,0,30.1898
training_data/IMG/center_2018_01_07_18_36_16_086.jpg,training_data/IMG/left_2018_01_07_18_36_16_086.jpg,training_data/IMG/right_2018_01_07_18_36_16_086.jpg,-0.03529412,1,0,30.18986
training_data/IMG/center_2018_01_07_18_36_16_161.jpg,training_data/IMG/left_2018_01_07_18_36_16_161.jpg,training_data/IMG/right_2018_01_07_18_36_16_161.jpg,-0.03529412,1,0,30.18987
training_data/IMG/center_2018_01_07_18_36_16_231.jpg,training_data/IMG/left_2018_01_07_18_36_16_231.jpg,training_data/IMG/right_2018_01_07_18_36_16_231.jpg,0,1,0,30.1898
training_data/IMG/center_2018_01_07_18_36_16_333.jpg,training_data/IMG/left_2018_01_07_18_36_16_333.jpg,training_data/IMG/right_2018_01_07_18_36_16_333.jpg,0,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_16_407.jpg,training_data/IMG/left_2018_01_07_18_36_16_407.jpg,training_data/IMG/right_2018_01_07_18_36_16_407.jpg,0,1,0,30.1899
training_data/IMG/center_2018_01_07_18_36_16_482.jpg,training_data/IMG/left_2018_01_07_18_36_16_482.jpg,training_data/IMG/right_2018_01_07_18_36_16_482.jpg,0,1,0,30.1899
training_data/IMG/center_2018_01_07_18_36_16_587.jpg,training_data/IMG/left_2018_01_07_18_36_16_587.jpg,training_data/IMG/right_2018_01_07_18_36_16_587.jpg,0,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_16_663.jpg,training_data/IMG/left_2018_01_07_18_36_16_663.jpg,training_data/IMG/right_2018_01_07_18_36_16_663.jpg,0,1,0,30.18994
training_data/IMG/center_2018_01_07_18_36_16_735.jpg,training_data/IMG/left_2018_01_07_18_36_16_735.jpg,training_data/IMG/right_2018_01_07_18_36_16_735.jpg,0,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_16_808.jpg,training_data/IMG/left_2018_01_07_18_36_16_808.jpg,training_data/IMG/right_2018_01_07_18_36_16_808.jpg,0,1,0,30.18992
training_data/IMG/center_2018_01_07_18_36_16_880.jpg,training_data/IMG/left_2018_01_07_18_36_16_880.jpg,training_data/IMG/right_2018_01_07_18_36_16_880.jpg,0,1,0,30.18992
training_data/IMG/center_2018_01_07_18_36_16_958.jpg,training_data/IMG/left_2018_01_07_18_36_16_958.jpg,training_data/IMG/right_2018_01_07_18_36_16_958.jpg,0,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_17_036.jpg,training_data/IMG/left_2018_01_07_18_36_17_036.jpg,training_data/IMG/right_2018_01_07_18_36_17_036.jpg,0,1,0,30.18993
training_data/IMG/center_2018_01_07_18_36_17_109.jpg,training_data/IMG/left_2018_01_07_18_36_17_109.jpg,training_data/IMG/right_2018_01_07_18_36_17_109.jpg,-0.01764706,1,0,30.18986
training_data/IMG/center_2018_01_07_18_36_17_183.jpg,training_data/IMG/left_2018_01_07_18_36_17_183.jpg,training_data/IMG/right_2018_01_07_18_36_17_183.jpg,-0.02352941,1,0,30.18984
training_data/IMG/center_2018_01_07_18_36_17_260.jpg,training_data/IMG/left_2018_01_07_18_36_17_260.jpg,training_data/IMG/right_2018_01_07_18_36_17_260.jpg,-0.02941176,1,0,30.18984
training_data/IMG/center_2018_01_07_18_36_17_333.jpg,training_data/IMG/left_2018_01_07_18_36_17_333.jpg,training_data/IMG/right_2018_01_07_18_36_17_333.jpg,-0.02941176,1,0,30.18987
training_data/IMG/center_2018_01_07_18_36_17_409.jpg,training_data/IMG/left_2018_01_07_18_36_17_409.jpg,training_data/IMG/right_2018_01_07_18_36_17_409.jpg,-0.02941176,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_17_487.jpg,training_data/IMG/left_2018_01_07_18_36_17_487.jpg,training_data/IMG/right_2018_01_07_18_36_17_487.jpg,-0.02941176,1,0,30.18991
training_data/IMG/center_2018_01_07_18_36_17_562.jpg,training_data/IMG/left_2018_01_07_18_36_17_562.jpg,training_data/IMG/right_2018_01_07_18_36_17_562.jpg,-0.02941176,1,0,30.18994
training_data/IMG/center_2018_01_07_18_36_17_630.jpg,training_data/IMG/left_2018_01_07_18_36_17_630.jpg,training_data/IMG/right_2018_01_07_18_36_17_630.jpg,-0.02941176,1,0,30.18995
training_data/IMG/center_2018_01_07_18_36_17_703.jpg,training_data/IMG/left_2018_01_07_18_36_17_703.jpg,training_data/IMG/right_2018_01_07_18_36_17_703.jpg,-0.02941176,1,0,30.18996
training_data/IMG/center_2018_01_07_18_36_17_773.jpg,training_data/IMG/left_2018_01_07_18_36_17_773.jpg,training_data/IMG/right_2018_01_07_18_36_17_773.jpg,-0.02941176,1,0,30.18996
training_data/IMG/center_2018_01_07_18_36_17_847.jpg,training_data/IMG/left_2018_01_07_18_36_17_847.jpg,training_data/IMG/right_2018_01_07_18_36_17_847.jpg,-0.02941176,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_17_921.jpg,training_data/IMG/left_2018_01_07_18_36_17_921.jpg,training_data/IMG/right_2018_01_07_18_36_17_921.jpg,0,1,0,30.18995
training_data/IMG/center_2018_01_07_18_36_17_996.jpg,training_data/IMG/left_2018_01_07_18_36_17_996.jpg,training_data/IMG/right_2018_01_07_18_36_17_996.jpg,0,1,0,30.19
training_data/IMG/center_2018_01_07_18_36_18_075.jpg,training_data/IMG/left_2018_01_07_18_36_18_075.jpg,training_data/IMG/right_2018_01_07_18_36_18_075.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_146.jpg,training_data/IMG/left_2018_01_07_18_36_18_146.jpg,training_data/IMG/right_2018_01_07_18_36_18_146.jpg,0,1,0,30.19001
training_data/IMG/center_2018_01_07_18_36_18_222.jpg,training_data/IMG/left_2018_01_07_18_36_18_222.jpg,training_data/IMG/right_2018_01_07_18_36_18_222.jpg,0,1,0,30.19
training_data/IMG/center_2018_01_07_18_36_18_295.jpg,training_data/IMG/left_2018_01_07_18_36_18_295.jpg,training_data/IMG/right_2018_01_07_18_36_18_295.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_370.jpg,training_data/IMG/left_2018_01_07_18_36_18_370.jpg,training_data/IMG/right_2018_01_07_18_36_18_370.jpg,0,1,0,30.19
training_data/IMG/center_2018_01_07_18_36_18_438.jpg,training_data/IMG/left_2018_01_07_18_36_18_438.jpg,training_data/IMG/right_2018_01_07_18_36_18_438.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_512.jpg,training_data/IMG/left_2018_01_07_18_36_18_512.jpg,training_data/IMG/right_2018_01_07_18_36_18_512.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_585.jpg,training_data/IMG/left_2018_01_07_18_36_18_585.jpg,training_data/IMG/right_2018_01_07_18_36_18_585.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_659.jpg,training_data/IMG/left_2018_01_07_18_36_18_659.jpg,training_data/IMG/right_2018_01_07_18_36_18_659.jpg,0,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_18_730.jpg,training_data/IMG/left_2018_01_07_18_36_18_730.jpg,training_data/IMG/right_2018_01_07_18_36_18_730.jpg,0,1,0,30.19
training_data/IMG/center_2018_01_07_18_36_18_802.jpg,training_data/IMG/left_2018_01_07_18_36_18_802.jpg,training_data/IMG/right_2018_01_07_18_36_18_802.jpg,0,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_18_876.jpg,training_data/IMG/left_2018_01_07_18_36_18_876.jpg,training_data/IMG/right_2018_01_07_18_36_18_876.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_18_946.jpg,training_data/IMG/left_2018_01_07_18_36_18_946.jpg,training_data/IMG/right_2018_01_07_18_36_18_946.jpg,0,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_018.jpg,training_data/IMG/left_2018_01_07_18_36_19_018.jpg,training_data/IMG/right_2018_01_07_18_36_19_018.jpg,0,1,0,30.19
training_data/IMG/center_2018_01_07_18_36_19_094.jpg,training_data/IMG/left_2018_01_07_18_36_19_094.jpg,training_data/IMG/right_2018_01_07_18_36_19_094.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_19_163.jpg,training_data/IMG/left_2018_01_07_18_36_19_163.jpg,training_data/IMG/right_2018_01_07_18_36_19_163.jpg,0,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_19_234.jpg,training_data/IMG/left_2018_01_07_18_36_19_234.jpg,training_data/IMG/right_2018_01_07_18_36_19_234.jpg,0,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_306.jpg,training_data/IMG/left_2018_01_07_18_36_19_306.jpg,training_data/IMG/right_2018_01_07_18_36_19_306.jpg,0,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_380.jpg,training_data/IMG/left_2018_01_07_18_36_19_380.jpg,training_data/IMG/right_2018_01_07_18_36_19_380.jpg,0,1,0,30.18996
training_data/IMG/center_2018_01_07_18_36_19_457.jpg,training_data/IMG/left_2018_01_07_18_36_19_457.jpg,training_data/IMG/right_2018_01_07_18_36_19_457.jpg,0.01176471,1,0,30.18995
training_data/IMG/center_2018_01_07_18_36_19_528.jpg,training_data/IMG/left_2018_01_07_18_36_19_528.jpg,training_data/IMG/right_2018_01_07_18_36_19_528.jpg,0.01176471,1,0,30.18997
training_data/IMG/center_2018_01_07_18_36_19_598.jpg,training_data/IMG/left_2018_01_07_18_36_19_598.jpg,training_data/IMG/right_2018_01_07_18_36_19_598.jpg,0.01176471,1,0,30.18997
training_data/IMG/center_2018_01_07_18_36_19_674.jpg,training_data/IMG/left_2018_01_07_18_36_19_674.jpg,training_data/IMG/right_2018_01_07_18_36_19_674.jpg,0.01176471,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_749.jpg,training_data/IMG/left_2018_01_07_18_36_19_749.jpg,training_data/IMG/right_2018_01_07_18_36_19_749.jpg,0.01176471,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_19_829.jpg,training_data/IMG/left_2018_01_07_18_36_19_829.jpg,training_data/IMG/right_2018_01_07_18_36_19_829.jpg,0.01176471,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_905.jpg,training_data/IMG/left_2018_01_07_18_36_19_905.jpg,training_data/IMG/right_2018_01_07_18_36_19_905.jpg,0.01176471,1,0,30.18998
training_data/IMG/center_2018_01_07_18_36_19_977.jpg,training_data/IMG/left_2018_01_07_18_36_19_977.jpg,training_data/IMG/right_2018_01_07_18_36_19_977.jpg,0.01176471,1,0,30.18999
training_data/IMG/center_2018_01_07_18_36_20_055.jpg,training_data/IMG/left_2018_01_07_18_36_20_055.jpg,training_data/IMG/right_2018_01_07_18_36_20_055.jpg,0.01176471,1,0,30.18997
training_data/IMG/center_2018_01_07_18_36_20_133.jpg,training_data/IMG/left_2018_01_07_18_36_20_133.jpg,training_data/IMG/right_2018_01_07_18_36_20_133.jpg,0.01176471,1,0,30.18997
training_data/IMG/center_2018_01_07_18_36_20_211.jpg,training_data/IMG/left_2018_01_07_18_36_20_211.jpg,training_data/IMG/right_2018_01_07_18_36_20_211.jpg,0.01176471,1,0,30.18995
training_data/IMG/center_2018_01_07_18_36_20_289.jpg,training_data/IMG/left_2018_01_07_18_36_20_289.jpg,training_data/IMG/right_2018_01_07_18_36_20_289.jpg,0.01176471,1,0,30.18997
